Sample	Dataset	Tool	Percent_identity	Correlation
11212.JB27	primate	MicFunPred	99	0.7807640365339051
11212.PVPet	primate	MicFunPred	99	0.5767755431531508
11212.Ahyb411	primate	MicFunPred	99	0.5483154380286481
11212.AtbelzLink2	primate	MicFunPred	99	0.548167591177361
11212.BWC2026	primate	MicFunPred	99	0.7354983172917784
11212.Lc301	primate	MicFunPred	99	0.4982724908933824
11212.ERUB.105M	primate	MicFunPred	99	0.6281473022374287
11212.RT2017	primate	MicFunPred	99	0.806364224181836
11212.APAL38	primate	MicFunPred	99	0.6841875684554817
11212.APAL36	primate	MicFunPred	99	0.6925475468725986
11212.RT2019	primate	MicFunPred	99	0.7897471054410291
11212.ERUB.20M	primate	MicFunPred	99	0.6751461969307787
11212.JB12	primate	MicFunPred	99	0.7833800973498792
11212.Ahyb257	primate	MicFunPred	99	0.7123008989135007
11212.JB15	primate	MicFunPred	99	0.7979392658649188
11212.RT2013	primate	PICRUSt2	99	0.7614511258150554
11212.ERUB.12M	primate	PICRUSt2	99	0.38764147597307674
11212.PVLou	primate	PICRUSt2	99	0.6625742581539593
11212.JB18	primate	PICRUSt2	99	0.7455124937344647
11212.AC668	primate	PICRUSt2	99	0.6651574540973684
11212.APF38	primate	PICRUSt2	99	0.7369275230371801
11212.PVPam	primate	PICRUSt2	99	0.514389519397877
11212.BWC2063	primate	PICRUSt2	99	0.6403646332170757
11212.Apalw13	primate	PICRUSt2	99	0.6134976083287822
11212.LagEllis1	primate	PICRUSt2	99	0.5997533054104458
11212.Apalw14	primate	PICRUSt2	99	0.6360042754832651
11212.RC2036	primate	PICRUSt2	99	0.7351564769388317
11212.JB32	primate	PICRUSt2	99	0.7280012088790063
11212.RT2021	primate	PICRUSt2	99	0.7289239395979805
11212.AsenLink2	primate	PICRUSt2	99	0.6067487047146692
11212.PVQui	primate	PICRUSt2	99	0.5664547104228683
11212.Ptr11	primate	PICRUSt2	99	0.69061363518609
11212.JB1	primate	PICRUSt2	99	0.5575994396834772
11212.Gor12	primate	PICRUSt2	99	0.6240545561360844
11212.RC2068	primate	PICRUSt2	99	0.7653595404458903
11212.APF103	primate	PICRUSt2	99	0.5915531735675512
11212.APF104	primate	PICRUSt2	99	0.6241419807250883
11212.JB24	primate	PICRUSt2	99	0.6667171941267472
11212.Ahyb1000	primate	PICRUSt2	99	0.5409524125898749
11212.AtbelzLink1	primate	PICRUSt2	99	0.6578043560473726
11212.PVAbb	primate	PICRUSt2	99	0.5460959762061088
11212.JB17	primate	PICRUSt2	99	0.7283547963821706
11212.Asen1111	primate	PICRUSt2	99	0.7044238340997591
11212.PTr14	primate	PICRUSt2	99	0.646204918033593
11212.JB34	primate	PICRUSt2	99	0.762279488466077
11212.RC2071	primate	PICRUSt2	99	0.7186288032172996
11212.BWC2023	primate	PICRUSt2	99	0.7479341464100207
11212.RC2098	primate	PICRUSt2	99	0.6932262257410678
11212.JB25	primate	PICRUSt2	99	0.74881838283287
11212.Asen685	primate	PICRUSt2	99	0.6204978189939545
11212.Ptr10	primate	PICRUSt2	99	0.8009727395068619
11212.AsenLink3	primate	PICRUSt2	99	0.35303034575594866
11212.Gor1	primate	PICRUSt2	99	0.5048400143690586
11212.RC2096	primate	PICRUSt2	99	0.7243931276298925
11212.AsenLink4	primate	PICRUSt2	99	0.7221813996374732
11212.AtbelzLink3	primate	PICRUSt2	99	0.6687971239370586
11212.Ptr13	primate	PICRUSt2	99	0.6183445109097605
11212.AtbelzLink4	primate	PICRUSt2	99	0.669528107789005
11212.JB3	primate	PICRUSt2	99	0.6649015710470186
11212.Lc259	primate	PICRUSt2	99	0.458170687652066
11212.BWC2115	primate	PICRUSt2	99	0.661119743672966
11212.JB28	primate	PICRUSt2	99	0.7059613370006943
11212.Gor2	primate	PICRUSt2	99	0.6331045116057868
11212.RT2048	primate	PICRUSt2	99	0.7195555661143072
11212.LagEllis4	primate	PICRUSt2	99	0.75190898654351
11212.JB13	primate	PICRUSt2	99	0.7380465683201816
11212.BWC2061	primate	PICRUSt2	99	0.5601402141164615
11212.APAL37	primate	PICRUSt2	99	0.6826129105682537
11212.APAL39	primate	PICRUSt2	99	0.670240132296076
11212.LagAb2	primate	PICRUSt2	99	0.6321301263484786
11212.AC622	primate	PICRUSt2	99	0.6702090016520332
11212.JB29	primate	PICRUSt2	99	0.7164079450343968
11212.Gor3	primate	PICRUSt2	99	0.6471673617054953
11212.AsenLink1	primate	PICRUSt2	99	0.3968446325333481
11212.AtbelzLink5	primate	PICRUSt2	99	0.7473485338952508
11212.Gor11	primate	PICRUSt2	99	0.6246824421709649
11212.LabEllis3	primate	PICRUSt2	99	0.7511446923882151
11212.JB27	primate	PICRUSt2	99	0.7150604416655363
11212.PVPet	primate	PICRUSt2	99	0.41541185018319243
11212.Ahyb411	primate	PICRUSt2	99	0.5117291086386754
11212.AtbelzLink2	primate	PICRUSt2	99	0.4669493519899401
11212.BWC2026	primate	PICRUSt2	99	0.6655110367878181
11212.Lc301	primate	PICRUSt2	99	0.38005691157983335
11212.ERUB.105M	primate	PICRUSt2	99	0.5043090346500535
11212.RT2017	primate	PICRUSt2	99	0.7965389154258592
11212.APAL38	primate	PICRUSt2	99	0.6792417642770511
11212.APAL36	primate	PICRUSt2	99	0.7464996894215264
11212.RT2019	primate	PICRUSt2	99	0.7904691013387054
11212.ERUB.20M	primate	PICRUSt2	99	0.4737576719077995
11212.JB12	primate	PICRUSt2	99	0.6877185241772777
11212.Ahyb257	primate	PICRUSt2	99	0.588675538008431
11212.JB15	primate	PICRUSt2	99	0.7005656860029261
11212.RT2013	primate	Piphillin	99	0.7508864794795044
11212.ERUB.12M	primate	Piphillin	99	0.4081672739105772
11212.PVLou	primate	Piphillin	99	0.6548807890444236
11212.JB18	primate	Piphillin	99	0.681273455428991
11212.AC668	primate	Piphillin	99	0.6755213385329282
11212.APF38	primate	Piphillin	99	0.6735409999704615
11212.PVPam	primate	Piphillin	99	0.4951459911395645
11212.BWC2063	primate	Piphillin	99	0.7429774695561439
11212.Apalw13	primate	Piphillin	99	0.6049962491027274
11212.LagEllis1	primate	Piphillin	99	0.6142580700355403
11212.Apalw14	primate	Piphillin	99	0.5718719781785242
11212.RC2036	primate	Piphillin	99	0.7026301441039585
11212.JB32	primate	Piphillin	99	0.6732366578592743
11212.RT2021	primate	Piphillin	99	0.6673281813268168
11212.AsenLink2	primate	Piphillin	99	0.6754064073796376
11212.PVQui	primate	Piphillin	99	0.5422943215366272
11212.Ptr11	primate	Piphillin	99	0.6842421786108233
11212.JB1	primate	Piphillin	99	0.4848190277997162
11212.Gor12	primate	Piphillin	99	0.5558865423297429
11212.RC2068	primate	Piphillin	99	0.767733775693599
11212.APF103	primate	Piphillin	99	0.5373730544501113
11212.APF104	primate	Piphillin	99	0.6238135415912045
11212.JB24	primate	Piphillin	99	0.6439667367248384
11212.Ahyb1000	primate	Piphillin	99	0.5504733030343092
11212.AtbelzLink1	primate	Piphillin	99	0.6567990292117706
11212.PVAbb	primate	Piphillin	99	0.494096790523033
11212.JB17	primate	Piphillin	99	0.6846483896303791
11212.Asen1111	primate	Piphillin	99	0.6734565377896373
11212.PTr14	primate	Piphillin	99	0.6903819662486342
11212.JB34	primate	Piphillin	99	0.6600421015646906
11212.RC2071	primate	Piphillin	99	0.7121579068828465
11212.BWC2023	primate	Piphillin	99	0.7701539571296477
11212.RC2098	primate	Piphillin	99	0.6582624354524669
11212.JB25	primate	Piphillin	99	0.7197856331563158
11212.Asen685	primate	Piphillin	99	0.6739789253428453
11212.Ptr10	primate	Piphillin	99	0.8009609969460821
11212.AsenLink3	primate	Piphillin	99	0.4528636644745569
11212.Gor1	primate	Piphillin	99	0.5438117840664388
11212.RC2096	primate	Piphillin	99	0.7298462736711467
11212.AsenLink4	primate	Piphillin	99	0.7454138273497475
11212.AtbelzLink3	primate	Piphillin	99	0.6321371375437419
11212.Ptr13	primate	Piphillin	99	0.6730584949956078
11212.AtbelzLink4	primate	Piphillin	99	0.7260545612469744
11212.JB3	primate	Piphillin	99	0.6224596585598335
11212.Lc259	primate	Piphillin	99	0.46237906847467186
11212.BWC2115	primate	Piphillin	99	0.7060485500252256
11212.JB28	primate	Piphillin	99	0.6639337162674893
11212.Gor2	primate	Piphillin	99	0.6470617014312159
11212.RT2048	primate	Piphillin	99	0.6785057296103805
11212.LagEllis4	primate	Piphillin	99	0.7362115992127886
11212.JB13	primate	Piphillin	99	0.6867522039460263
11212.BWC2061	primate	Piphillin	99	0.5464257160121119
11212.APAL37	primate	Piphillin	99	0.7095874104784098
11212.APAL39	primate	Piphillin	99	0.6605306986522187
11212.LagAb2	primate	Piphillin	99	0.6401671370896
11212.AC622	primate	Piphillin	99	0.6391447741194508
11212.JB29	primate	Piphillin	99	0.7335747670793193
11212.Gor3	primate	Piphillin	99	0.6358275552205783
11212.AsenLink1	primate	Piphillin	99	0.47738869177883264
11212.AtbelzLink5	primate	Piphillin	99	0.7246726250470321
11212.Gor11	primate	Piphillin	99	0.6237989418782933
11212.LabEllis3	primate	Piphillin	99	0.7558067614947548
11212.JB27	primate	Piphillin	99	0.7037748194995299
11212.PVPet	primate	Piphillin	99	0.28022308381465166
11212.Ahyb411	primate	Piphillin	99	0.5372609924734613
11212.AtbelzLink2	primate	Piphillin	99	0.5037256758810504
11212.BWC2026	primate	Piphillin	99	0.685102865027315
11212.Lc301	primate	Piphillin	99	0.38543220599452793
11212.ERUB.105M	primate	Piphillin	99	0.4860677019827683
11212.RT2017	primate	Piphillin	99	0.7751362736774016
11212.APAL38	primate	Piphillin	99	0.6375082653221541
11212.APAL36	primate	Piphillin	99	0.7765805682233032
11212.RT2019	primate	Piphillin	99	0.7449157675229341
11212.ERUB.20M	primate	Piphillin	99	0.5014134557473565
11212.JB12	primate	Piphillin	99	0.6418064954287733
11212.Ahyb257	primate	Piphillin	99	0.621175538080951
11212.JB15	primate	Piphillin	99	0.6574652502802776
11212.RT2013	primate	Tax4Fun2	99	0.72094186116941
11212.ERUB.12M	primate	Tax4Fun2	99	0.45456145411574855
11212.PVLou	primate	Tax4Fun2	99	0.6212240403578203
11212.JB18	primate	Tax4Fun2	99	0.6056237193328489
11212.AC668	primate	Tax4Fun2	99	0.6147186846868553
11212.APF38	primate	Tax4Fun2	99	0.6177439249680929
11212.PVPam	primate	Tax4Fun2	99	0.5126917068537852
11212.BWC2063	primate	Tax4Fun2	99	0.7115467131815577
11212.Apalw13	primate	Tax4Fun2	99	0.4293056361089488
11212.LagEllis1	primate	Tax4Fun2	99	0.5539095926160338
11212.Apalw14	primate	Tax4Fun2	99	0.395338128755981
11212.RC2036	primate	Tax4Fun2	99	0.6714703234715369
11212.JB32	primate	Tax4Fun2	99	0.6650832258422429
11212.RT2021	primate	Tax4Fun2	99	0.6078642530327841
11212.AsenLink2	primate	Tax4Fun2	99	0.5488996970607762
11212.PVQui	primate	Tax4Fun2	99	0.5541616854700439
11212.Ptr11	primate	Tax4Fun2	99	0.6279731208557807
11212.JB1	primate	Tax4Fun2	99	0.44486327719726065
11212.Gor12	primate	Tax4Fun2	99	0.5928854930134301
11212.RC2068	primate	Tax4Fun2	99	0.681973485286212
11212.APF103	primate	Tax4Fun2	99	0.5260584569910597
11212.APF104	primate	Tax4Fun2	99	0.5435051951099374
11212.JB24	primate	Tax4Fun2	99	0.5656074294261555
11212.Ahyb1000	primate	Tax4Fun2	99	0.5118236302868184
11212.AtbelzLink1	primate	Tax4Fun2	99	0.6100933880633361
11212.PVAbb	primate	Tax4Fun2	99	0.5219415478034203
11212.JB17	primate	Tax4Fun2	99	0.6180428159600847
11212.Asen1111	primate	Tax4Fun2	99	0.6087935593277456
11212.PTr14	primate	Tax4Fun2	99	0.617387379349624
11212.JB34	primate	Tax4Fun2	99	0.6711257845483789
11212.RC2071	primate	Tax4Fun2	99	0.6529768849127785
11212.BWC2023	primate	Tax4Fun2	99	0.6559923388094805
11212.RC2098	primate	Tax4Fun2	99	0.5902416327035435
11212.JB25	primate	Tax4Fun2	99	0.5792341235207057
11212.Asen685	primate	Tax4Fun2	99	0.564580725533186
11212.Ptr10	primate	Tax4Fun2	99	0.6929856383764151
11212.AsenLink3	primate	Tax4Fun2	99	0.39526198391699785
11212.Gor1	primate	Tax4Fun2	99	0.5573642635285408
11212.RC2096	primate	Tax4Fun2	99	0.6221190094321817
11212.AsenLink4	primate	Tax4Fun2	99	0.6235741552344364
11212.AtbelzLink3	primate	Tax4Fun2	99	0.5320695412650887
11212.Ptr13	primate	Tax4Fun2	99	0.6168334267295856
11212.AtbelzLink4	primate	Tax4Fun2	99	0.5592509647863103
11212.JB3	primate	Tax4Fun2	99	0.6203100215864135
11212.Lc259	primate	Tax4Fun2	99	0.5110827875889407
11212.BWC2115	primate	Tax4Fun2	99	0.6465366832305144
11212.JB28	primate	Tax4Fun2	99	0.6101414024508443
11212.Gor2	primate	Tax4Fun2	99	0.5715216132117246
11212.RT2048	primate	Tax4Fun2	99	0.6360809729807461
11212.LagEllis4	primate	Tax4Fun2	99	0.5768572078533011
11212.JB13	primate	Tax4Fun2	99	0.5728938985067256
11212.BWC2061	primate	Tax4Fun2	99	0.37241148330732166
11212.APAL37	primate	Tax4Fun2	99	0.645409495897814
11212.APAL39	primate	Tax4Fun2	99	0.5662837838228995
11212.LagAb2	primate	Tax4Fun2	99	0.5813607704589424
11212.AC622	primate	Tax4Fun2	99	0.5898665118778189
11212.JB29	primate	Tax4Fun2	99	0.6796895036192443
11212.Gor3	primate	Tax4Fun2	99	0.6075160816501904
11212.AsenLink1	primate	Tax4Fun2	99	0.4146067057492494
11212.AtbelzLink5	primate	Tax4Fun2	99	0.5431280044966019
11212.Gor11	primate	Tax4Fun2	99	0.5924815597691562
11212.LabEllis3	primate	Tax4Fun2	99	0.5960396853701245
11212.JB27	primate	Tax4Fun2	99	0.6911690427302299
11212.PVPet	primate	Tax4Fun2	99	0.5032289650034759
11212.Ahyb411	primate	Tax4Fun2	99	0.45426940709634017
11212.AtbelzLink2	primate	Tax4Fun2	99	0.476831184004984
11212.BWC2026	primate	Tax4Fun2	99	0.5470171211317908
11212.Lc301	primate	Tax4Fun2	99	0.32453527016575984
11212.ERUB.105M	primate	Tax4Fun2	99	0.5035363214174775
11212.RT2017	primate	Tax4Fun2	99	0.6857176552860952
11212.APAL38	primate	Tax4Fun2	99	0.5973492952124567
11212.APAL36	primate	Tax4Fun2	99	0.6867201310100959
11212.RT2019	primate	Tax4Fun2	99	0.6858714513407843
11212.ERUB.20M	primate	Tax4Fun2	99	0.5025543209244832
11212.JB12	primate	Tax4Fun2	99	0.5446362763499585
11212.Ahyb257	primate	Tax4Fun2	99	0.5637552042498565
11212.JB15	primate	Tax4Fun2	99	0.6178994247320634
Bact191	blueberry	MicFunPred	100	0.6490124625416263
Bact192	blueberry	MicFunPred	100	0.6565838646169352
Bact195	blueberry	MicFunPred	100	0.4550677702600177
Bact207	blueberry	MicFunPred	100	0.6460773489662943
Bact3-3-2	blueberry	MicFunPred	100	0.6442863968535292
Bact204	blueberry	MicFunPred	100	0.7127714014592158
Bact3-4-2R	blueberry	MicFunPred	100	0.6415241700029498
Bact3-4-2	blueberry	MicFunPred	100	0.6306196052347555
Bact202	blueberry	MicFunPred	100	0.6327220288444632
Bact3-1-2R	blueberry	MicFunPred	100	0.5818582686967754
Bact3-1-2	blueberry	MicFunPred	100	0.5343170498959446
Bact190	blueberry	MicFunPred	100	0.6194302253972946
Bact198	blueberry	MicFunPred	100	0.6475061774799548
Bact3-5-2R	blueberry	MicFunPred	100	0.7453402084425425
Bact208	blueberry	MicFunPred	100	0.6511210866667388
Bact3-3-2R	blueberry	MicFunPred	100	0.724944324726751
Bact197	blueberry	MicFunPred	100	0.6599891561587673
Bact3-5-2	blueberry	MicFunPred	100	0.5095683765666369
Bact203	blueberry	MicFunPred	100	0.6696558571963849
Bact209	blueberry	MicFunPred	100	0.6901963144513317
Bact193	blueberry	MicFunPred	100	0.7275077984274967
Bact191	blueberry	Tax4Fun2	100	0.6816338701756394
Bact192	blueberry	Tax4Fun2	100	0.6908518249423871
Bact195	blueberry	Tax4Fun2	100	0.6794457437388889
Bact207	blueberry	Tax4Fun2	100	0.5990805777278735
Bact204	blueberry	Tax4Fun2	100	0.6784458509567414
Bact200	blueberry	Tax4Fun2	100	0.693389070284515
Bact202	blueberry	Tax4Fun2	100	0.675729096521527
Bact190	blueberry	Tax4Fun2	100	0.6991719851555475
Bact198	blueberry	Tax4Fun2	100	0.6466782747095674
Bact208	blueberry	Tax4Fun2	100	0.6725537816885356
Bact197	blueberry	Tax4Fun2	100	0.701138843500211
Bact203	blueberry	Tax4Fun2	100	0.7046141913675011
Bact209	blueberry	Tax4Fun2	100	0.6857966359974824
Bact193	blueberry	Tax4Fun2	100	0.7033938595677364
YAE05	cameroon	MicFunPred	100	0.8592703966037043
BAB01	cameroon	MicFunPred	100	0.7992539574359394
MVC13	cameroon	MicFunPred	100	0.8376076759528566
MVC06	cameroon	MicFunPred	100	0.8190198757341249
MVC23	cameroon	MicFunPred	100	0.8407607298974058
MVC18	cameroon	MicFunPred	100	0.8227514717985782
MVC21	cameroon	MicFunPred	100	0.8291859867121953
YAE25	cameroon	MicFunPred	100	0.8209397695855856
BAB15	cameroon	MicFunPred	100	0.805278166479769
YAE01	cameroon	MicFunPred	100	0.7316949079029531
BAB04	cameroon	MicFunPred	100	0.8290639881965535
YAE26	cameroon	MicFunPred	100	0.782449010888336
MVC05	cameroon	MicFunPred	100	0.827638412440635
YAE10	cameroon	MicFunPred	100	0.8457906497752561
YAE03	cameroon	MicFunPred	100	0.8274115652991867
YAE09	cameroon	MicFunPred	100	0.8093679330378785
YAE17	cameroon	MicFunPred	100	0.8258937958551784
YAE20	cameroon	MicFunPred	100	0.8489419416683759
BAB20	cameroon	MicFunPred	100	0.8001330509591034
MVC08	cameroon	MicFunPred	100	0.8385192755212841
MVC01	cameroon	MicFunPred	100	0.8565682391421414
MVC14	cameroon	MicFunPred	100	0.8518866820167111
MVC11	cameroon	MicFunPred	100	0.8356249545083002
YAE02	cameroon	MicFunPred	100	0.7611669077587266
YAE22	cameroon	MicFunPred	100	0.7899551949483804
YAE18	cameroon	MicFunPred	100	0.8297040625589416
BAB19	cameroon	MicFunPred	100	0.8253836111989916
YAE07	cameroon	MicFunPred	100	0.7279600514741968
BAB11	cameroon	MicFunPred	100	0.7664526274468088
YAE24	cameroon	MicFunPred	100	0.8344098712360144
BAN05	cameroon	MicFunPred	100	0.7741254952258338
BAB22	cameroon	MicFunPred	100	0.7786942037347481
BAB29	cameroon	MicFunPred	100	0.8135097625852662
YAE15	cameroon	MicFunPred	100	0.8368659721721552
MVC09	cameroon	MicFunPred	100	0.8339091631696425
YAE19	cameroon	MicFunPred	100	0.8314027267788264
MVC17	cameroon	MicFunPred	100	0.8477250231904275
BAB23	cameroon	MicFunPred	100	0.8259629087182311
BAN03	cameroon	MicFunPred	100	0.8469787689193159
BAN07	cameroon	MicFunPred	100	0.8209917933216437
BAB16	cameroon	MicFunPred	100	0.8172927017098869
YAE14	cameroon	MicFunPred	100	0.7874557478187599
MVC03	cameroon	MicFunPred	100	0.8365286808344387
BAN01	cameroon	MicFunPred	100	0.806785022570231
YAE11	cameroon	MicFunPred	100	0.8453135663797988
BAN02	cameroon	MicFunPred	100	0.8188444065170817
BAB09	cameroon	MicFunPred	100	0.8254783209240407
MVC16	cameroon	MicFunPred	100	0.8321921131929196
MVC12	cameroon	MicFunPred	100	0.8599137498622286
MVC04	cameroon	MicFunPred	100	0.8128323044927349
BAB08	cameroon	MicFunPred	100	0.819260870998566
BAB30	cameroon	MicFunPred	100	0.8196131976980909
BAB07	cameroon	MicFunPred	100	0.8482230287473733
MVC15	cameroon	MicFunPred	100	0.8138165547689684
BAB06	cameroon	MicFunPred	100	0.8109352406727851
BAB18	cameroon	MicFunPred	100	0.8418033054410802
YAE16	cameroon	MicFunPred	100	0.8440586080851027
YAE05	cameroon	Tax4Fun2	100	0.7119227467999902
BAB01	cameroon	Tax4Fun2	100	0.5966275321245119
MVC13	cameroon	Tax4Fun2	100	0.7011211875759414
MVC06	cameroon	Tax4Fun2	100	0.6819822033436361
MVC23	cameroon	Tax4Fun2	100	0.6990172050545098
MVC18	cameroon	Tax4Fun2	100	0.7528277103533824
MVC21	cameroon	Tax4Fun2	100	0.6590593093102687
YAE25	cameroon	Tax4Fun2	100	0.7159003718383721
BAB15	cameroon	Tax4Fun2	100	0.6467775885636462
YAE01	cameroon	Tax4Fun2	100	0.7942292108742123
BAB04	cameroon	Tax4Fun2	100	0.6755302993255816
YAE26	cameroon	Tax4Fun2	100	0.7370686038662435
MVC05	cameroon	Tax4Fun2	100	0.5802642734688317
YAE10	cameroon	Tax4Fun2	100	0.6378312848601749
YAE03	cameroon	Tax4Fun2	100	0.695132491837181
YAE09	cameroon	Tax4Fun2	100	0.7154587203042259
YAE17	cameroon	Tax4Fun2	100	0.7108613133190389
YAE20	cameroon	Tax4Fun2	100	0.771873302721462
BAB20	cameroon	Tax4Fun2	100	0.6775622008226428
MVC08	cameroon	Tax4Fun2	100	0.7204041231070836
MVC01	cameroon	Tax4Fun2	100	0.6720548654626607
MVC14	cameroon	Tax4Fun2	100	0.7178662834611745
MVC11	cameroon	Tax4Fun2	100	0.6816117892741664
YAE02	cameroon	Tax4Fun2	100	0.740261815855073
YAE22	cameroon	Tax4Fun2	100	0.6834725881944322
YAE18	cameroon	Tax4Fun2	100	0.680286361534318
BAB19	cameroon	Tax4Fun2	100	0.6191363984817805
YAE07	cameroon	Tax4Fun2	100	0.8066188320886747
BAB11	cameroon	Tax4Fun2	100	0.7705519968061338
YAE24	cameroon	Tax4Fun2	100	0.7108775805337857
BAN05	cameroon	Tax4Fun2	100	0.6571137336157887
BAB22	cameroon	Tax4Fun2	100	0.6916593131394864
BAB29	cameroon	Tax4Fun2	100	0.6494966384788858
YAE15	cameroon	Tax4Fun2	100	0.7058733951095812
MVC09	cameroon	Tax4Fun2	100	0.7581196192210905
YAE19	cameroon	Tax4Fun2	100	0.7689321928750796
MVC17	cameroon	Tax4Fun2	100	0.6427415936215083
BAB23	cameroon	Tax4Fun2	100	0.6631536673710976
BAN03	cameroon	Tax4Fun2	100	0.7319184389640613
BAN07	cameroon	Tax4Fun2	100	0.6674912732503671
BAB16	cameroon	Tax4Fun2	100	0.6923134901990514
YAE14	cameroon	Tax4Fun2	100	0.5606028239776546
MVC03	cameroon	Tax4Fun2	100	0.6832756301022118
BAN01	cameroon	Tax4Fun2	100	0.6321510491902009
YAE11	cameroon	Tax4Fun2	100	0.7093681509196179
BAN02	cameroon	Tax4Fun2	100	0.6984108927285139
BAB09	cameroon	Tax4Fun2	100	0.6968019411278189
MVC16	cameroon	Tax4Fun2	100	0.6959417560051585
MVC12	cameroon	Tax4Fun2	100	0.6925967551938235
MVC04	cameroon	Tax4Fun2	100	0.6139351406134093
BAB08	cameroon	Tax4Fun2	100	0.6476175941973514
BAB30	cameroon	Tax4Fun2	100	0.7660306941975634
BAB07	cameroon	Tax4Fun2	100	0.7115937110446512
MVC15	cameroon	Tax4Fun2	100	0.6967212110033791
BAB06	cameroon	Tax4Fun2	100	0.6763927107165161
BAB18	cameroon	Tax4Fun2	100	0.6776681645003758
YAE16	cameroon	Tax4Fun2	100	0.689118872333453
SRS011271	hmp	MicFunPred	100	0.8368124529389308
SRS013234	hmp	MicFunPred	100	0.7965830798334842
SRS013252	hmp	MicFunPred	100	0.8450371436385667
SRS013261	hmp	MicFunPred	100	0.8170716008483696
SRS011405	hmp	MicFunPred	100	0.8174015791001369
SRS011452	hmp	MicFunPred	100	0.8113050161216169
SRS013502	hmp	MicFunPred	100	0.8636033078390347
SRS017304	hmp	MicFunPred	100	0.8640361611047136
SRS011529	hmp	MicFunPred	100	0.8068167645355042
SRS013638	hmp	MicFunPred	100	0.6088275620453163
SRS013687	hmp	MicFunPred	100	0.7939935160931625
SRS013705	hmp	MicFunPred	100	0.8683167973755086
SRS013723	hmp	MicFunPred	100	0.8716428664420688
SRS014271	hmp	MicFunPred	100	0.8533824536287624
SRS014287	hmp	MicFunPred	100	0.8314427512209135
SRS014235	hmp	MicFunPred	100	0.8357477150039591
SRS014613	hmp	MicFunPred	100	0.8427697988913797
SRS014923	hmp	MicFunPred	100	0.8343214780451625
SRS015133	hmp	MicFunPred	100	0.8188638057940208
SRS015174	hmp	MicFunPred	100	0.8771026007411467
SRS015190	hmp	MicFunPred	100	0.8177490468235523
SRS015395	hmp	MicFunPred	100	0.8617584287819575
SRS015470	hmp	MicFunPred	100	0.8619085246881014
SRS015574	hmp	MicFunPred	100	0.8873147834382723
SRS015578	hmp	MicFunPred	100	0.8387837913227133
SRS015663	hmp	MicFunPred	100	0.8201791165400807
SRS015762	hmp	MicFunPred	100	0.8659815167538125
SRS015782	hmp	MicFunPred	100	0.8249519218353828
SRS015854	hmp	MicFunPred	100	0.7947083946697053
SRS015960	hmp	MicFunPred	100	0.8210247383346501
SRS016002	hmp	MicFunPred	100	0.8461900087697696
SRS016018	hmp	MicFunPred	100	0.8290971963378139
SRS016056	hmp	MicFunPred	100	0.8021580824945993
SRS016095	hmp	MicFunPred	100	0.8251024558252212
SRS016225	hmp	MicFunPred	100	0.8455513166361264
SRS016267	hmp	MicFunPred	100	0.787856480331708
SRS016319	hmp	MicFunPred	100	0.8772695340102691
SRS016331	hmp	MicFunPred	100	0.8649887667797138
SRS016335	hmp	MicFunPred	100	0.8183331122201499
SRS016437	hmp	MicFunPred	100	0.5867835797383181
SRS016517	hmp	MicFunPred	100	0.8140319515185463
SRS016529	hmp	MicFunPred	100	0.8703076296928773
SRS016541	hmp	MicFunPred	100	0.8501804713146692
SRS016753	hmp	MicFunPred	100	0.7750025290785534
SRS011586	hmp	MicFunPred	100	0.8330079982829169
SRS016954	hmp	MicFunPred	100	0.8459456936352999
SRS017076	hmp	MicFunPred	100	0.871346243969852
SRS017103	hmp	MicFunPred	100	0.8252251307971026
SRS017139	hmp	MicFunPred	100	0.8320962482896016
SRS017191	hmp	MicFunPred	100	0.7819638309282508
SRS017209	hmp	MicFunPred	100	0.8575743755450841
SRS017215	hmp	MicFunPred	100	0.8576662946042806
SRS017227	hmp	MicFunPred	100	0.840383647663352
SRS017307	hmp	MicFunPred	100	0.8191389960908504
SRS017521	hmp	MicFunPred	100	0.7938921141338502
SRS017533	hmp	MicFunPred	100	0.8729894767777161
SRS017701	hmp	MicFunPred	100	0.8364599269806857
SRS017713	hmp	MicFunPred	100	0.8587397104870095
SRS017788	hmp	MicFunPred	100	0.8089216287102624
SRS017821	hmp	MicFunPred	100	0.8151505330796168
SRS017849	hmp	MicFunPred	100	0.8062328063922781
SRS017851	hmp	MicFunPred	100	0.7970371787080074
SRS018133	hmp	MicFunPred	100	0.8119085454016105
SRS018145	hmp	MicFunPred	100	0.8470301569292308
SRS018149	hmp	MicFunPred	100	0.8582977788793444
SRS018157	hmp	MicFunPred	100	0.8819540304084261
SRS018313	hmp	MicFunPred	100	0.783416414461035
SRS018394	hmp	MicFunPred	100	0.8384682863960069
SRS018427	hmp	MicFunPred	100	0.7895821000918898
SRS018439	hmp	MicFunPred	100	0.847970997568914
SRS018443	hmp	MicFunPred	100	0.8104236437482664
SRS018501	hmp	MicFunPred	100	0.7910575208303218
SRS018513	hmp	MicFunPred	100	0.6801656512724601
SRS018591	hmp	MicFunPred	100	0.8642199759349303
SRS018739	hmp	MicFunPred	100	0.877769764137151
SRS018791	hmp	MicFunPred	100	0.8600954598753376
SRS018817	hmp	MicFunPred	100	0.8428132299197058
SRS019267	hmp	MicFunPred	100	0.8273710404616291
SRS019582	hmp	MicFunPred	100	0.8436300256744369
